ds,y,País,USD,yhat
2020-08-01,45.2704,45.8405,5.280191304347826,43.8987552887652
2020-09-01,50.0149,51.5842,5.461233333333333,48.6382581982259
2020-10-01,57.236,60.4194,5.399485714285714,56.224267692918175
2020-11-01,67.7848,72.0206,5.625790476190476,66.38166170244966
2020-12-01,64.7903,69.206,5.417835,64.35523758746137
2021-01-01,70.3659,72.5824,5.1455863636363635,67.03048187180771
2021-02-01,73.2453,75.2972,5.3562449999999995,69.77586582265792
2021-03-01,76.6977,76.678,5.416494444444444,71.09893260167283
2021-04-01,86.8807,82.6983,5.646147826086957,76.9549730993456
2021-05-01,93.3588,88.8299,5.562135,81.95765707941433
2021-06-01,81.4832,82.3523,5.291057142857143,76.35048269200544
2021-07-01,83.8044,83.7149,5.031904761904762,77.01628501993237
2021-08-01,93.0999,89.089,5.156704545454546,81.32649893035449
2021-09-01,86.501,85.3425,5.251718181818182,77.90674708612299
2021-10-01,85.2321,83.04,5.279690476190477,76.05940429284789
2021-11-01,78.6501,79.5924,5.53998,73.50807880404632
2021-12-01,80.5104,79.5058,5.5568599999999995,73.78629179462908
2022-01-01,87.2222,86.186,5.651391304347826,79.58343572826824
2022-02-01,91.6741,89.4574,5.534104761904762,82.70484609433291
2022-03-01,93.6815,89.6562,5.196578947368421,83.03233821256785
2022-04-01,80.0222,82.1676,4.968381818181818,76.36354904022049
2022-05-01,81.317,81.656,4.758015789473684,75.62986670036297
2022-06-01,80.8664,79.7446,4.95505,74.41279190189297
2022-07-01,76.2229,76.4775,5.049209523809524,71.43521545899299
2022-08-01,76.0322,76.63,5.368071428571429,71.6691280851438
2022-09-01,76.7354,78.1342,5.143286956521739,72.6967221608427
2022-10-01,77.0773,77.9566,5.236957142857143,72.48762477550487
2022-11-01,77.4235,78.214,5.2503,72.7912990576501
2022-12-01,75.7348,77.3115,5.274649999999999,72.15071834624041
2023-01-01,77.4008,78.2239,5.242431818181818,72.99723823932607
2023-02-01,76.4878,76.9355,5.200681818181819,71.924438597802
2023-03-01,75.1678,74.7812,5.171688888888889,70.51003167764054
2023-04-01,66.3833,67.8892,5.211460869565218,64.126693218252
2023-05-01,50.6014,54.8718,5.019733333333333,52.751158066731875
2023-06-01,47.3638,48.9555,4.9828363636363635,48.21751405485816
2023-07-01,46.5763,47.8528,4.851566666666667,46.90209876507522
2023-08-01,45.6142,47.3019,4.800833333333333,45.92284098749875
2023-09-01,44.1161,47.732,4.903543478260869,46.41358596788385
2023-10-01,45.0628,48.1146,4.93699,46.54530364613746
2023-11-01,45.9451,50.2974,5.064842857142857,48.61971062815025
2023-12-01,50.4828,56.4685,4.89834,53.681372494524
2024-01-01,50.8377,57.7398,4.897245,54.945910603032985
2024-02-01,49.6318,53.6953,4.9143954545454545,51.539618130066216
2024-03-01,47.6011,52.2548,4.964389473684211,50.41185225328573
2024-04-01,49.0614,51.9195,4.980135,50.27518571612346
2024-05-01,50.4026,52.4263,5.129095454545455,51.02469626295941
2024-06-01,50.4852,52.5458,5.133047619047619,50.7495511538597
2024-07-01,49.2374,51.438,5.388975,50.11975724827295
2024-08-01,50.5215,52.6634,5.542047826086956,51.21326633537259
2024-09-01,51.7376,54.5639,5.5526136363636365,52.564339224241046
2024-10-01 00:00:00,0.0,41.86302780205953,5.682627517627892,41.01268330110604
2024-11-01 00:00:00,0.0,42.30559002414929,5.761510454154982,41.51294694202605
2024-12-01 00:00:00,0.0,42.6151545177149,5.8229013531083105,42.24559750766802
2025-01-01 00:00:00,0.0,42.807454364214315,5.861650036487242,42.2151826721974
2025-02-01 00:00:00,0.0,42.6443430333931,5.739840118005764,42.191226494894025
2025-03-01 00:00:00,0.0,43.86012484564689,5.83929016776742,43.457058650864326
2025-04-01 00:00:00,0.0,43.75676758355644,5.8911143956431475,43.31207271209894
2025-05-01 00:00:00,0.0,43.5070489001189,5.929940348586642,43.18363111326077
2025-06-01 00:00:00,0.0,43.28570669976476,5.993920655919183,43.08129084456168
2025-07-01 00:00:00,0.0,42.901407647258615,5.97799327764719,42.80615841671772
2025-08-01 00:00:00,0.0,42.58498339186066,5.91257958279846,42.292677446662665
2025-09-01 00:00:00,0.0,43.056342635464624,5.953368097485062,42.44789649433925
2025-10-01 00:00:00,0.0,43.400296168050865,6.021860375693352,42.770136998247594
2025-11-01 00:00:00,0.0,43.8041228112224,6.045917214132887,43.21914262639702
2025-12-01 00:00:00,0.0,44.19229559668049,6.09419017460413,43.86618471920201
2026-01-01 00:00:00,0.0,44.53757010215003,6.144435917953552,44.1325767344011
2026-02-01 00:00:00,0.0,44.74452397478772,6.100375853341017,44.48130941165272
2026-03-01 00:00:00,0.0,45.12417630922376,6.132585474089507,45.08163065912636
2026-04-01 00:00:00,0.0,45.26357851184133,6.219020932180626,44.96096419709866
2026-05-01 00:00:00,0.0,45.14627739393935,6.227674617919489,44.87456333281226
2026-06-01 00:00:00,0.0,45.03505712745958,6.277252132638181,45.091918549538796
2026-07-01 00:00:00,0.0,44.61817681290336,6.269313306233983,44.69610332109493
2026-08-01 00:00:00,0.0,44.29033258959172,6.228820778042888,44.14119932922827
2026-09-01 00:00:00,0.0,44.70880619395599,6.290234354428923,44.40488922940882
